project,true_star,true_watcher,true_committer,true_community,true_pdp
30433147,2,2,4,4,TRUE
30433148,0,0,2,2,FALSE
30433152,0,0,4,4,FALSE
30433154,0,1,2,2,FALSE
30433155,0,0,2,2,TRUE
30433157,2,1,4,4,FALSE
30433158,0,0,2,2,FALSE
30433160,0,0,2,2,TRUE
30433162,3,0,2,2,FALSE
30433163,1,0,4,4,TRUE
30433165,0,2,4,4,FALSE
30433167,0,0,4,4,FALSE
30433168,1,5,2,2,TRUE
30433170,1,0,4,4,TRUE
30433175,0,0,2,2,TRUE
30433177,0,0,2,2,TRUE
30433184,0,0,2,2,TRUE
30433197,1,2,2,2,FALSE
30433206,0,0,2,2,FALSE
30433207,18,3,4,4,TRUE
30433215,0,0,2,2,TRUE
30433221,1,0,2,2,TRUE
30433223,2,0,2,2,TRUE
30433224,0,0,2,2,TRUE
30433230,7,0,2,2,FALSE
30433233,0,1,2,2,FALSE
30433234,0,0,2,2,FALSE
30433238,1,0,2,2,TRUE
30433241,1,0,4,4,FALSE
30433242,0,0,4,4,TRUE
30433252,0,1,0,0,FALSE
30433253,0,0,2,2,FALSE
30433257,0,0,2,2,FALSE
30433258,0,0,2,2,FALSE
30433259,0,0,4,4,FALSE
30433260,0,0,2,2,FALSE
30433264,0,0,2,2,TRUE
30433270,0,2,2,2,FALSE
30433271,3,0,2,2,TRUE
30433272,0,0,2,2,FALSE
30433277,0,0,2,2,FALSE
30433278,1,0,4,4,TRUE
30433280,0,0,2,2,FALSE
30433287,0,0,2,2,FALSE
30433292,0,0,2,2,TRUE
30433293,0,0,2,2,FALSE
30433297,0,0,2,2,FALSE
30433298,0,0,0,0,FALSE
30433300,0,0,2,2,FALSE
30433301,1,1,2,2,FALSE
30433303,0,0,4,4,TRUE
30433307,4,0,2,2,TRUE
30433312,0,0,2,2,FALSE
30433313,2,2,2,2,TRUE
30433315,1,0,2,2,TRUE
30433316,0,0,2,2,FALSE
30433319,0,0,2,2,TRUE
30433320,0,0,2,2,FALSE
30433321,6,0,2,2,TRUE
30433327,0,0,2,2,FALSE
30433329,0,0,2,2,FALSE
30433333,0,0,2,2,FALSE
30433336,0,2,2,2,TRUE
30433337,1,1,2,2,TRUE
30433340,0,0,2,2,TRUE
30433343,0,0,2,2,FALSE
30433344,0,0,4,4,FALSE
30433351,0,0,2,2,FALSE
30433352,3,0,2,2,TRUE
30433359,1,0,2,2,TRUE
30433361,0,0,2,2,FALSE
30433363,0,1,4,4,FALSE
30433364,0,0,4,4,FALSE
30433367,0,0,4,4,TRUE
30433368,0,0,2,2,TRUE
30433371,0,0,2,2,TRUE
30433379,0,2,2,2,TRUE
30433382,0,6,4,4,FALSE
30433390,1,0,4,4,TRUE
30433394,0,0,4,4,TRUE
30433396,0,5,4,4,TRUE
30433399,0,0,2,2,TRUE
30433402,0,1,2,2,FALSE
30433403,0,2,4,4,TRUE
30433404,0,0,2,2,FALSE
30433406,0,0,2,2,FALSE
30433422,0,0,2,2,FALSE
30433424,1,0,2,2,TRUE
30433427,0,1,2,2,TRUE
30433428,0,0,2,2,FALSE
30433434,0,0,2,2,FALSE
30433446,0,0,2,2,TRUE
30433447,0,0,2,2,FALSE
30433448,14,1,2,2,TRUE
30433452,0,0,2,2,FALSE
30433453,2,0,4,4,FALSE
30433459,0,0,4,4,FALSE
30433460,0,2,2,2,FALSE
30433462,0,0,2,2,FALSE
30433463,0,0,2,2,FALSE
30433464,0,0,4,4,TRUE
30433467,3,0,2,2,FALSE
30433473,0,0,2,2,FALSE
30433474,0,1,2,2,FALSE
30433479,0,0,2,2,FALSE
30433482,0,25,2,2,FALSE
30433486,0,0,2,2,FALSE
30433492,0,1,2,2,FALSE
30433494,0,0,2,2,FALSE
30433502,0,1,2,2,FALSE
30433503,0,0,2,2,FALSE
30433506,0,0,2,2,FALSE
30433508,0,0,2,2,FALSE
30433510,0,0,2,2,TRUE
30433512,0,2,2,2,FALSE
30433516,0,0,4,4,FALSE
30433519,2,0,2,2,FALSE
30433523,0,0,2,2,TRUE
30433524,0,0,2,2,TRUE
30433534,0,0,2,2,FALSE
30433539,0,0,4,4,FALSE
30433540,0,0,2,2,FALSE
30433541,0,1,2,2,FALSE
30433543,0,0,2,2,FALSE
30433557,0,1,2,2,FALSE
30433564,0,0,2,2,FALSE
30433569,0,1,2,2,FALSE
30433570,0,0,4,4,FALSE
30433571,0,0,2,2,FALSE
30433573,0,1,4,4,FALSE
30433574,0,1,2,2,FALSE
30433575,0,4,2,2,TRUE
30433578,0,1,2,2,TRUE
30433580,0,0,2,2,FALSE
30433582,0,0,2,2,FALSE
30433585,0,0,2,2,FALSE
30433586,0,0,2,2,FALSE
30433587,0,0,2,2,FALSE
30433588,0,0,2,2,FALSE
30433590,0,1,2,2,FALSE
30433597,0,0,4,4,FALSE
30433598,0,1,2,2,FALSE
30433599,0,0,2,2,FALSE
30433600,0,0,2,2,FALSE
30433605,0,1,2,2,TRUE
30433612,0,0,2,2,FALSE
30433613,3,3,2,2,FALSE
30433614,4,4,2,2,FALSE
30433617,0,0,2,2,TRUE
30433628,1,0,2,2,TRUE
30433630,0,2,2,2,FALSE
30433633,8,0,2,2,TRUE
30433639,1,0,2,2,TRUE
30433641,0,0,2,2,FALSE
30433643,0,0,2,2,FALSE
30433648,1,0,2,2,FALSE
30433653,0,0,2,2,FALSE
30433655,0,0,2,2,FALSE
30433656,1,0,2,2,FALSE
30433660,0,0,2,2,TRUE
30433664,0,0,2,2,TRUE
30433666,0,0,2,2,TRUE
30433671,0,0,2,2,FALSE
30433677,0,0,2,2,FALSE
30433679,0,0,12,12,FALSE
30433680,0,0,2,2,FALSE
30433683,0,0,4,4,FALSE
30433689,0,0,2,2,FALSE
30433703,0,0,2,2,TRUE
30433718,1,1,2,2,TRUE
30433719,0,0,2,2,FALSE
30433720,0,0,2,2,FALSE
30433721,0,0,2,2,FALSE
30433722,0,0,2,2,FALSE
30433723,0,0,2,2,FALSE
30433727,0,0,2,2,FALSE
30433728,1,0,2,2,FALSE
30433733,0,0,2,2,FALSE
30433734,0,0,2,2,FALSE
30433737,0,0,2,2,FALSE
30433742,0,0,2,2,FALSE
30433743,0,0,2,2,TRUE
30433747,0,0,2,2,FALSE
30433752,0,0,2,2,FALSE
30433753,0,0,2,2,FALSE
30433760,1,6,2,2,FALSE
30433762,0,0,2,2,FALSE
30433768,0,0,4,4,TRUE
30433774,3,0,2,2,FALSE
30433782,3,0,4,4,FALSE
30433783,0,1,2,2,FALSE
30433785,0,1,4,4,FALSE
30433787,0,0,2,2,FALSE
30433790,0,0,4,4,FALSE
30433791,0,1,2,2,FALSE
30433792,0,0,2,2,FALSE
30433793,0,1,2,2,FALSE
30433797,0,0,2,2,FALSE
30433798,0,0,2,2,FALSE
30433804,0,0,2,2,FALSE
30433806,0,0,4,4,TRUE
30433810,0,0,2,2,TRUE
30433811,0,0,2,2,FALSE
30433812,0,0,2,2,TRUE
30433814,0,1,2,2,TRUE
30433815,0,0,2,2,FALSE
30433816,0,0,2,2,FALSE
30433818,0,0,2,2,TRUE
30433819,0,0,2,2,FALSE
30433821,0,0,2,2,FALSE
30433823,0,0,2,2,FALSE
30433829,0,1,2,2,FALSE
30433831,0,0,2,2,TRUE
30433834,0,0,2,2,FALSE
30433840,0,0,2,2,FALSE
30433842,1,0,2,2,FALSE
30433843,0,0,4,4,FALSE
30433852,0,0,2,2,FALSE
30433865,5,1,8,8,FALSE
30433867,0,0,4,4,FALSE
30433868,0,0,2,2,FALSE
30433869,0,0,2,2,TRUE
30433872,0,0,2,2,FALSE
30433875,0,0,2,2,TRUE
30433876,0,0,2,2,FALSE
30433877,0,0,2,2,TRUE
30433882,0,0,2,2,FALSE
30433883,0,1,4,4,TRUE
30433884,0,0,2,2,TRUE
30433886,0,0,2,2,FALSE
30433888,0,0,2,2,FALSE
30433893,0,0,2,2,FALSE
30433894,0,0,2,2,FALSE
30433896,0,0,2,2,TRUE
30433899,0,0,2,2,FALSE
30433900,0,0,2,2,FALSE
30433903,0,0,2,2,FALSE
30433904,0,2,2,2,FALSE
30433906,0,0,2,2,TRUE
30433908,19,0,2,2,TRUE
30433912,0,0,2,2,FALSE
30433914,1,1,2,2,TRUE
30433916,0,0,2,2,FALSE
30433921,0,0,2,2,FALSE
30433925,2,2,0,0,FALSE
30433935,0,0,2,2,TRUE
30433936,0,0,2,2,TRUE
30433939,1,0,2,2,TRUE
30433941,0,0,2,2,TRUE
30433942,1,0,2,2,TRUE
30433945,0,0,2,2,TRUE
30433948,0,0,2,2,FALSE
30433959,0,0,2,2,FALSE
30433963,0,0,2,2,FALSE
30433966,0,0,2,2,FALSE
30433968,0,1,2,2,FALSE
30433969,0,1,2,2,FALSE
30433973,0,0,2,2,TRUE
30433974,35,0,2,2,TRUE
30433977,0,0,2,2,TRUE
30433980,0,0,2,2,FALSE
30433981,0,0,2,2,FALSE
30433982,0,1,4,4,FALSE
30433983,0,1,2,2,FALSE
30433987,5,3,0,0,FALSE
30433992,1,0,4,4,FALSE
30433993,0,0,2,4,FALSE
30433995,0,0,2,2,FALSE
30434009,2,0,2,2,TRUE
30434011,0,1,2,2,FALSE
30434012,0,0,4,4,FALSE
30434014,0,0,2,2,FALSE
30434019,0,0,2,2,FALSE
30434021,3,1,2,2,TRUE
30434029,0,0,2,2,FALSE
30434032,0,0,2,2,FALSE
30434033,0,0,2,2,FALSE
30434034,0,0,2,2,FALSE
30434035,0,0,2,2,FALSE
30434036,1,0,4,4,TRUE
30434040,0,0,2,2,TRUE
30434057,0,0,6,6,TRUE
30434066,0,0,2,2,TRUE
30434068,0,1,2,2,FALSE
30434071,0,0,4,4,FALSE
30434072,0,0,2,2,FALSE
30434076,0,0,2,2,TRUE
30434082,0,0,0,0,FALSE
30434083,0,0,2,2,FALSE
30434085,0,0,2,2,FALSE
30434088,0,1,2,2,TRUE
30434090,0,0,2,2,FALSE
30434091,0,2,2,2,FALSE
30434097,0,0,2,2,FALSE
30434099,0,3,2,2,TRUE
30434101,8,0,2,2,TRUE
30434105,0,0,2,2,FALSE
30434108,1,0,2,2,TRUE
30434109,0,1,2,2,FALSE
30434110,39,1,2,2,FALSE
30434113,0,1,2,2,FALSE
30434116,0,0,2,2,FALSE
30434122,0,0,2,2,FALSE
30434125,0,0,2,2,FALSE
30434128,0,0,2,2,FALSE
30434130,2,0,2,2,TRUE
30434132,0,0,2,2,FALSE
30434133,0,0,2,2,FALSE
30434134,0,0,2,2,TRUE
30434137,0,0,2,2,FALSE
30434146,4,4,2,2,TRUE
30434148,1,0,2,2,TRUE
30434151,0,0,2,2,FALSE
30434154,0,1,2,2,FALSE
30434156,0,0,2,2,FALSE
30434165,0,0,2,2,FALSE
30434167,0,2,2,2,FALSE
30434170,0,0,2,2,FALSE
30434188,2,0,2,2,TRUE
30434193,0,0,2,2,FALSE
30434194,0,3,2,2,FALSE
30434201,0,0,2,2,FALSE
30434204,0,0,2,2,FALSE
30434209,0,0,2,2,FALSE
30434213,0,0,2,2,FALSE
30434214,0,0,2,2,TRUE
30434220,0,2,2,2,FALSE
30434229,0,1,2,2,FALSE
30434234,0,0,2,2,FALSE
30434238,7,0,6,6,TRUE
30434242,0,1,2,2,TRUE
30434247,0,0,2,2,FALSE
30434251,3,0,2,2,TRUE
30434253,0,0,4,4,FALSE
30434255,0,0,2,2,FALSE
30434258,0,0,2,2,FALSE
30434259,0,0,2,2,FALSE
30434260,0,1,2,2,FALSE
30434261,0,0,2,2,FALSE
30434262,0,0,2,2,FALSE
30434264,0,0,2,2,FALSE
30434266,1,0,2,2,FALSE
30434268,0,0,2,2,FALSE
30434270,0,0,2,2,FALSE
30434271,0,0,2,2,FALSE
30434272,0,1,2,2,TRUE
30434273,1,0,2,2,FALSE
30434275,0,0,2,2,FALSE
30434277,0,0,2,2,FALSE
30434278,0,0,2,2,FALSE
30434279,0,0,4,4,TRUE
30434281,0,0,2,2,FALSE
30434282,0,0,6,6,FALSE
30434284,0,2,6,6,FALSE
30434289,0,0,2,2,FALSE
30434290,0,2,2,2,FALSE
30434291,0,0,2,2,TRUE
30434294,0,0,2,2,FALSE
30434295,8,6,4,4,TRUE
30434296,0,0,2,2,TRUE
30434297,0,0,4,4,TRUE
30434298,0,0,4,4,TRUE
30434299,0,1,2,2,FALSE
30434308,0,0,2,2,FALSE
30434310,0,0,2,2,FALSE
30434312,0,0,2,2,FALSE
30434315,0,0,2,2,FALSE
30434316,0,0,2,2,FALSE
30434317,0,0,4,4,FALSE
30434318,0,0,2,2,TRUE
30434330,0,0,2,2,FALSE
30434333,0,0,2,2,TRUE
30434336,0,0,2,2,TRUE
30434338,0,1,2,2,FALSE
30434339,0,2,2,2,FALSE
30434343,1,0,2,2,FALSE
30434348,0,0,2,2,FALSE
30434350,0,0,2,2,TRUE
30434351,0,0,2,2,FALSE
30434352,0,1,2,2,TRUE
30434359,0,0,2,2,FALSE
30434367,0,0,4,4,TRUE
30434374,0,2,2,2,FALSE
30434379,0,0,2,2,FALSE
30434384,0,0,2,2,FALSE
30434387,0,0,2,2,FALSE
30434390,0,0,2,2,FALSE
30434393,0,0,2,2,TRUE
30434395,0,1,2,2,FALSE
30434397,0,1,2,2,FALSE
30434398,0,0,2,2,FALSE
30434399,0,0,4,4,FALSE
30434402,0,0,4,4,FALSE
30434406,0,0,2,2,FALSE
30434408,0,0,4,4,FALSE
30434409,0,1,4,4,TRUE
30434415,0,0,6,6,FALSE
30434422,0,0,2,2,FALSE
30434426,0,0,2,2,FALSE
30434429,0,0,2,2,FALSE
30434430,0,0,2,2,FALSE
30434436,2,0,2,2,TRUE
30434440,0,1,2,2,FALSE
30434443,0,0,0,0,FALSE
30434445,0,0,2,2,TRUE
30434446,0,0,2,2,FALSE
30434451,3,4,2,2,TRUE
30434452,2,0,4,4,FALSE
30434455,2,1,2,2,TRUE
30434458,0,0,2,2,FALSE
30434462,0,0,4,4,FALSE
30434463,1,1,2,2,FALSE
30434466,0,0,4,4,FALSE
30434467,0,3,2,2,FALSE
30434477,0,0,2,2,FALSE
30434478,0,0,2,2,FALSE
30434481,0,0,2,2,FALSE
30434482,0,0,2,2,FALSE
30434484,0,0,2,2,FALSE
30434489,0,0,2,2,FALSE
30434490,0,0,2,2,FALSE
30434497,0,1,4,4,FALSE
30434498,0,0,2,2,TRUE
30434499,1,5,2,2,TRUE
30434500,0,12,2,2,FALSE
30434503,0,0,2,2,FALSE
30434508,0,0,4,4,TRUE
30434518,0,0,2,2,FALSE
30434519,0,0,2,2,TRUE
30434522,0,0,2,2,TRUE
30434526,0,0,4,4,TRUE
30434530,0,0,2,2,FALSE
30434537,0,0,2,2,FALSE
30434540,0,0,2,2,FALSE
30434541,0,0,2,2,FALSE
30434542,0,0,2,2,FALSE
30434545,0,1,2,2,FALSE
30434550,0,0,2,2,FALSE
30434551,0,1,6,6,TRUE
30434552,1,0,4,4,FALSE
30434553,0,1,2,2,FALSE
30434556,0,1,4,4,FALSE
30434557,0,0,2,2,TRUE
30434558,0,0,2,2,FALSE
30434559,0,1,4,4,FALSE
30434564,0,0,2,2,TRUE
30434567,0,0,4,4,FALSE
30434571,0,0,2,2,FALSE
30434585,0,0,2,2,FALSE
30434589,0,0,2,2,FALSE
30434591,0,0,2,2,FALSE
30434597,0,0,2,2,FALSE
30434599,83,52,0,0,FALSE
30434600,2,0,4,4,TRUE
30434603,0,0,2,2,FALSE
30434604,0,1,4,4,FALSE
30434605,2,0,2,2,TRUE
30434609,0,0,2,2,FALSE
30434617,0,0,2,2,FALSE
30434622,12,9,2,2,FALSE
30434630,0,1,4,4,FALSE
30434631,0,0,2,2,TRUE
30434633,0,0,2,2,FALSE
30434636,0,0,2,2,FALSE
30434637,0,0,2,2,FALSE
30434645,0,0,2,2,TRUE
30434646,0,0,2,2,FALSE
30434647,1,0,6,6,TRUE
30434649,0,0,2,2,TRUE
30434650,0,10,6,6,FALSE
30434651,0,0,2,2,TRUE
30434654,1,1,4,4,FALSE
30434655,0,1,4,4,FALSE
30434658,0,0,4,4,FALSE
30434670,0,0,4,4,FALSE
30434671,0,1,2,2,TRUE
30434672,0,0,2,2,FALSE
30434678,0,0,2,2,FALSE
30434679,0,2,2,2,FALSE
30434680,0,0,2,2,FALSE
30434681,0,0,2,2,FALSE
30434683,0,0,2,2,FALSE
30434692,0,0,2,2,TRUE
30434694,0,0,2,2,FALSE
30434700,0,0,2,2,TRUE
30434701,0,0,2,2,FALSE
30434704,0,0,2,2,FALSE
30434708,0,1,2,2,FALSE
30434709,0,1,2,2,FALSE
30434710,0,0,2,2,FALSE
30434711,0,1,2,2,TRUE
30434713,0,0,4,4,FALSE
30434714,0,0,2,2,TRUE
30434715,0,0,2,2,FALSE
30434716,0,0,2,2,TRUE
30434718,0,0,2,2,FALSE
30434725,0,3,4,4,FALSE
30434735,0,0,4,4,TRUE
30434748,0,0,2,2,FALSE
30434749,7,0,2,2,TRUE
30434751,0,0,2,2,TRUE
30434754,0,0,2,2,FALSE
30434762,0,0,2,2,FALSE
30434767,0,0,4,4,FALSE
30434775,0,1,2,2,FALSE
30434776,0,1,2,2,TRUE
30434789,0,1,2,2,TRUE
30434791,0,0,2,2,FALSE
30434792,0,0,2,2,FALSE
30434793,0,0,2,2,FALSE
30434796,0,0,0,0,FALSE
30434797,0,0,2,2,FALSE
30434799,0,0,6,6,FALSE
30434800,0,0,2,2,FALSE
30434801,0,0,2,2,TRUE
30434805,0,0,2,2,FALSE
30434806,0,3,2,2,FALSE
30434811,0,0,2,2,FALSE
30434817,0,0,2,2,FALSE
30434821,0,0,2,2,FALSE
30434822,5,2,2,2,TRUE
30434827,0,0,2,2,FALSE
30434836,2,0,2,2,TRUE
30434839,0,0,4,4,FALSE
30434841,0,0,4,4,FALSE
30434842,0,1,2,2,TRUE
30434843,396,65,0,0,TRUE
30434844,8,0,2,2,TRUE
30434850,0,1,0,0,FALSE
30434851,0,0,2,2,TRUE
30434854,1,0,2,2,TRUE
30434856,0,0,2,2,TRUE
30434858,0,0,8,8,FALSE
30434866,0,0,2,2,FALSE
30434880,1,0,6,6,TRUE
30434886,0,12,2,2,FALSE
30434888,0,1,2,2,FALSE
30434889,0,0,2,2,FALSE
30434890,0,0,2,2,FALSE
30434894,0,0,2,2,FALSE
30434898,0,0,2,2,FALSE
30434900,0,0,4,4,TRUE
30434905,1,0,2,2,FALSE
30434909,0,0,2,2,FALSE
30434910,0,0,2,2,FALSE
30434912,1,0,2,2,FALSE
30434917,0,0,2,2,FALSE
30434920,3,0,2,2,TRUE
30434921,0,0,2,2,FALSE
30434925,0,0,2,2,FALSE
30434931,0,0,6,6,TRUE
30434932,3,0,2,2,FALSE
30434939,1,0,2,2,FALSE
30434947,0,0,2,2,TRUE
30434951,0,0,2,2,FALSE
30434952,0,2,2,2,FALSE
30434954,0,0,2,2,TRUE
30434955,0,0,4,4,TRUE
30434956,0,0,2,2,FALSE
30434959,11,10,0,0,TRUE
30434960,0,0,2,2,FALSE
30434961,0,0,2,2,FALSE
30434962,0,0,2,2,FALSE
30434964,0,0,2,2,FALSE
30434967,0,0,2,2,FALSE
30434972,0,4,4,4,FALSE
30434974,0,1,2,2,FALSE
30434975,0,0,2,4,TRUE
30434976,0,1,2,2,FALSE
30434982,0,2,2,2,TRUE
30434987,0,0,2,2,FALSE
30434989,0,1,2,2,TRUE
30434992,2,0,4,4,TRUE
30435005,0,0,4,4,FALSE
30435013,0,0,2,2,FALSE
30435016,0,0,4,4,TRUE
30435021,0,0,4,4,FALSE
30435026,23,4,6,6,TRUE
30435028,0,0,2,2,FALSE
30435041,0,0,2,2,FALSE
30435048,0,0,6,6,FALSE
30435056,0,0,2,2,FALSE
30435057,0,0,2,2,FALSE
30435058,0,0,2,2,FALSE
30435059,2,1,4,4,TRUE
30435061,0,0,2,2,FALSE
30435063,0,0,2,2,FALSE
30435073,0,0,2,2,TRUE
30435077,0,0,2,2,TRUE
30435081,0,0,2,4,FALSE
30435085,1,1,4,4,TRUE
30435087,0,0,2,2,FALSE
30435092,2,0,2,2,TRUE
30435094,2,0,2,2,FALSE
30435097,0,0,2,2,FALSE
30435100,0,0,2,2,FALSE
30435105,0,0,2,2,FALSE
30435107,0,0,2,2,FALSE
30435108,0,0,2,2,TRUE
30435111,0,0,2,2,FALSE
30435112,0,0,4,4,FALSE
30435121,0,0,2,2,FALSE
30435123,0,0,2,2,FALSE
30435124,0,0,2,2,FALSE
30435127,0,2,2,2,FALSE
30435128,0,0,2,2,FALSE
30435131,0,0,2,2,FALSE
30435132,5,0,4,4,TRUE
30435144,0,1,4,4,FALSE
30435148,0,0,2,2,TRUE
30435149,4,0,2,2,TRUE
30435150,0,2,2,2,TRUE
30435151,387,175,0,0,FALSE
30435152,8,0,6,6,TRUE
30435154,0,0,2,2,FALSE
30435155,0,0,2,2,FALSE
30435156,0,0,2,2,FALSE
30435160,0,0,2,2,FALSE
30435161,28,0,4,4,FALSE
30435162,0,0,2,2,FALSE
30435163,0,2,4,4,FALSE
30435173,0,0,2,2,FALSE
30435182,0,0,2,2,FALSE
30435185,0,0,2,2,FALSE
30435186,2,0,2,2,FALSE
30435189,0,0,2,2,FALSE
30435192,0,0,4,4,TRUE
30435194,0,0,2,2,FALSE
30435195,0,0,2,2,TRUE
30435202,0,0,4,4,FALSE
30435205,0,0,2,2,FALSE
30435208,0,0,2,2,TRUE
30435209,0,1,2,2,FALSE
30435210,0,0,2,2,TRUE
30435211,0,0,2,2,FALSE
30435220,0,0,4,4,TRUE
30435222,0,1,4,4,FALSE
30435227,0,0,2,2,TRUE
30435246,1,1,4,4,TRUE
30435250,0,0,4,4,FALSE
30435254,0,0,2,2,TRUE
30435258,0,0,2,2,TRUE
30435260,0,0,2,2,FALSE
30435264,0,4,2,2,FALSE
30435268,0,1,2,2,FALSE
30435271,2,0,2,2,TRUE
30435275,0,0,2,2,FALSE
30435280,2,5,4,4,FALSE
30435281,0,1,2,2,TRUE
30435285,0,0,2,2,FALSE
30435291,0,0,2,2,FALSE
30435297,0,1,2,2,FALSE
30435298,0,0,4,4,FALSE
30435299,0,0,2,2,FALSE
30435301,0,0,2,2,FALSE
30435307,0,0,2,2,TRUE
30435308,0,0,4,4,FALSE
30435311,8,7,0,0,TRUE
30435320,0,1,2,2,FALSE
30435325,1249,289,308,372,TRUE
30435326,2,1,2,2,TRUE
30435327,0,0,2,2,TRUE
30435333,0,0,2,2,FALSE
30435334,0,0,2,2,FALSE
30435336,0,2,2,2,FALSE
30435338,0,0,2,2,FALSE
30435341,1,1,2,2,FALSE
30435342,0,0,4,4,TRUE
30435344,0,0,2,2,TRUE
30435348,0,1,2,2,FALSE
30435354,0,0,4,4,FALSE
30435357,0,0,2,2,FALSE
30435358,0,0,4,4,FALSE
30435359,0,0,2,2,FALSE
30435361,0,0,2,2,FALSE
30435363,0,0,2,2,FALSE
30435364,0,0,2,2,TRUE
30435365,0,0,2,2,TRUE
30435368,0,1,2,2,FALSE
30435369,0,2,2,2,FALSE
30435371,3,0,4,4,FALSE
30435372,0,0,4,4,FALSE
30435374,0,0,2,2,TRUE
30435377,0,0,2,2,TRUE
30435384,1,0,4,4,TRUE
30435387,0,0,2,2,TRUE
30435389,0,0,2,2,FALSE
30435390,0,0,2,2,FALSE
30435395,0,1,2,2,FALSE
30435396,0,0,4,4,FALSE
30435397,3,0,2,2,TRUE
30435399,0,0,2,2,FALSE
30435400,2,0,2,2,TRUE
30435401,0,1,2,2,FALSE
30435402,0,0,2,2,FALSE
30435404,0,0,2,2,FALSE
30435407,0,0,2,2,FALSE
30435408,0,0,8,12,FALSE
30435410,0,0,2,2,FALSE
30435412,0,1,2,2,TRUE
30435414,3,2,2,2,TRUE
30435415,0,0,2,2,FALSE
30435420,0,0,2,2,FALSE
30435421,0,1,0,0,FALSE
30435425,1,0,2,2,TRUE
30435426,1,1,2,2,TRUE
30435429,0,0,2,2,TRUE
30435432,0,1,2,2,TRUE
30435434,1,1,4,4,FALSE
30435439,0,1,4,4,FALSE
30435440,0,0,2,2,FALSE
30435444,0,0,4,4,FALSE
30435447,0,2,2,2,FALSE
30435450,0,1,2,2,FALSE
30435457,0,0,2,2,FALSE
30435460,1,1,0,0,TRUE
30435470,0,4,4,4,TRUE
30435477,0,1,2,2,FALSE
30435491,0,1,2,2,FALSE
30435495,0,0,2,2,FALSE
30435497,1,0,2,2,TRUE
30435499,0,0,2,2,TRUE
30435500,0,1,2,2,FALSE
30435501,0,0,4,4,FALSE
30435512,0,0,2,2,TRUE
30435518,0,0,2,2,FALSE
30435524,0,0,2,2,FALSE
30435527,0,0,2,2,FALSE
30435528,0,0,2,2,FALSE
30435529,0,0,2,2,FALSE
30435532,1,0,4,4,FALSE
30435537,0,0,2,2,TRUE
30435539,0,1,2,2,TRUE
30435542,0,0,2,2,FALSE
30435544,746,415,50,56,TRUE
30435545,0,1,2,2,TRUE
30435547,0,0,4,4,TRUE
30435550,0,1,2,2,FALSE
30435552,0,0,2,2,FALSE
30435554,1,0,2,2,FALSE
30435556,0,0,2,2,TRUE
30435557,1,0,2,2,TRUE
30435558,3,0,4,4,TRUE
30435561,1,0,4,4,FALSE
30435564,0,0,2,2,FALSE
30435566,0,0,2,2,TRUE
30435567,1,0,2,2,TRUE
30435570,0,0,2,2,FALSE
30435573,0,0,4,4,FALSE
30435574,0,0,4,4,FALSE
30435579,0,1,2,2,TRUE
30435586,0,1,2,2,TRUE
30435587,65,34,2,2,TRUE
30435590,0,0,2,2,FALSE
30435596,0,0,2,2,FALSE
30435602,0,0,2,2,FALSE
30435603,0,0,4,4,FALSE
30435606,5,1,0,0,FALSE
30435616,0,0,2,2,FALSE
30435623,182,161,4,4,TRUE
30435625,1,1,2,2,TRUE
30435627,0,4,2,2,FALSE
30435630,0,0,2,2,FALSE
30435633,0,0,2,2,FALSE
30435634,0,0,4,4,FALSE
30435639,0,0,2,2,TRUE
30435641,0,0,2,2,FALSE
30435651,0,0,2,2,FALSE
30435652,0,0,2,2,FALSE
30435653,0,0,2,2,FALSE
30435654,0,1,2,2,FALSE
30435655,0,0,4,4,FALSE
30435657,0,1,2,2,FALSE
30435658,0,0,2,2,FALSE
30435661,0,1,2,2,FALSE
30435662,0,0,2,2,TRUE
30435663,0,0,2,2,FALSE
30435664,1,0,2,2,TRUE
30435667,0,0,2,2,TRUE
30435670,0,0,2,2,TRUE
30435674,0,0,2,2,FALSE
30435675,0,0,2,2,FALSE
30435677,0,0,2,2,FALSE
30435679,0,0,8,8,TRUE
30435681,0,1,2,2,FALSE
30435690,0,1,2,2,FALSE
30435691,0,1,2,2,TRUE
30435692,68,10,6,6,TRUE
30435693,0,1,0,0,FALSE
30435694,0,0,2,2,FALSE
30435695,1,1,2,2,TRUE
30435697,1,1,2,2,FALSE
30435699,0,0,4,4,FALSE
30435700,0,0,2,2,FALSE
30435702,0,0,2,2,FALSE
30435704,0,0,4,4,TRUE
30435711,0,0,4,4,FALSE
30435713,0,1,2,2,TRUE
30435714,0,0,4,4,FALSE
30435718,0,0,2,2,FALSE
30435719,1,0,2,2,FALSE
30435720,0,1,2,2,TRUE
30435726,0,1,4,4,FALSE
30435732,0,0,2,2,FALSE
30435733,0,0,2,2,FALSE
30435734,0,0,2,2,TRUE
30435735,0,0,4,4,FALSE
30435736,0,0,2,2,FALSE
30435737,0,0,2,2,FALSE
30435739,0,0,2,2,FALSE
30435742,0,0,10,10,FALSE
30435745,5,4,0,0,FALSE
30435752,1,0,2,2,FALSE
30435758,0,1,2,2,FALSE
30435759,0,0,2,2,TRUE
30435760,0,0,2,2,FALSE
30435761,0,0,2,2,FALSE
30435763,0,0,2,2,FALSE
30435764,0,0,4,4,FALSE
30435769,0,0,2,2,FALSE
30435773,0,0,2,2,FALSE
