project,true_star,true_watcher,true_committer,true_community,true_pdp
2509763,1,0,1,1,FALSE
2509764,1,0,1,1,FALSE
2509767,1,0,1,1,FALSE
2509768,1,0,1,1,FALSE
2509769,1,0,1,1,FALSE
2509770,1,0,1,1,TRUE
2509774,1,0,1,1,TRUE
2509782,1,0,1,1,FALSE
2509785,1,0,1,1,FALSE
2509786,1,0,1,1,TRUE
2509787,1,0,1,1,FALSE
2509789,1,0,2,2,TRUE
2509801,1,0,1,1,TRUE
2509812,1,0,1,1,TRUE
2509814,1,0,1,1,FALSE
2509825,2,1,1,1,TRUE
2509832,3,0,1,1,FALSE
2509833,2,0,1,1,FALSE
2509839,1,0,1,1,FALSE
2509843,1,0,1,1,TRUE
2509845,1,0,1,1,TRUE
2509853,1,0,1,1,TRUE
2509855,1,0,1,1,TRUE
2509859,1,0,1,1,TRUE
2509868,4,2,1,1,TRUE
2509869,1,1,1,1,TRUE
2509878,1,0,1,1,FALSE
2509881,2,1,1,1,FALSE
2509885,1,0,2,2,FALSE
2509887,3,1,1,1,TRUE
2509888,1,0,2,2,TRUE
2509890,1,0,1,1,TRUE
2509891,1,0,1,1,TRUE
2509896,3,1,1,1,FALSE
2509898,1,0,1,1,FALSE
2509900,1,0,1,1,TRUE
2509903,1,0,1,1,TRUE
2509909,1,0,1,1,TRUE
2509910,2,1,1,1,TRUE
2509914,0,0,1,2,TRUE
2509915,1,0,1,1,FALSE
2509916,1,0,1,1,FALSE
2509917,1,0,1,1,FALSE
2509921,1,0,1,1,TRUE
2509927,2,0,1,1,TRUE
2509929,0,0,2,2,TRUE
2509933,1,0,3,3,TRUE
2509934,0,0,1,1,FALSE
2509937,0,0,2,2,TRUE
2509940,1,0,1,1,TRUE
2509942,1,0,2,2,TRUE
2509945,4,2,3,3,TRUE
2509959,2,0,1,1,TRUE
2509960,1,0,1,1,TRUE
2509963,1,0,4,4,TRUE
2509970,1,0,1,1,TRUE
2509979,1,0,2,2,FALSE
2509982,1,0,1,1,FALSE
2509983,2,1,2,2,FALSE
2509984,1,0,1,1,TRUE
2509985,1,0,1,1,TRUE
2509988,1,0,1,1,TRUE
2509999,1,0,1,1,TRUE
2510000,1,0,1,1,TRUE
2510001,1,0,1,1,TRUE
2510006,1,0,1,1,TRUE
2510010,1,0,1,1,FALSE
2510011,3,1,1,1,TRUE
2510013,1,0,2,2,TRUE
2510023,2,0,3,3,FALSE
2510024,2,1,1,1,TRUE
2510025,1,0,1,1,FALSE
2510035,1,0,1,1,FALSE
2510037,1,0,1,1,FALSE
2510038,1,0,1,1,FALSE
2510039,1,0,1,1,TRUE
2510040,1,0,1,1,TRUE
2510042,1,0,1,1,FALSE
2510046,0,0,1,1,TRUE
2510049,6,2,3,5,TRUE
2510053,2,1,1,1,TRUE
2510055,0,0,1,1,TRUE
2510061,1,0,2,2,TRUE
2510063,5,3,1,2,TRUE
2510067,1,0,1,1,TRUE
2510072,1,0,2,2,TRUE
2510084,1,0,4,4,FALSE
2510085,2,0,3,3,TRUE
2510087,1,0,2,2,FALSE
2510089,1,0,1,1,TRUE
2510092,1,0,1,1,FALSE
2510093,1,0,1,1,FALSE
2510097,1,0,1,1,FALSE
2510113,1,0,1,1,FALSE
2510116,1,0,1,1,TRUE
2510117,1,0,3,3,TRUE
2510120,2,0,1,1,FALSE
2510121,2,1,1,1,FALSE
2510124,1,0,1,1,FALSE
2510130,1,0,1,1,TRUE
2510132,1,0,1,1,TRUE
2510139,1,0,3,3,TRUE
2510142,1,0,1,1,TRUE
2510145,2,0,2,2,TRUE
2510150,1,0,1,1,TRUE
2510158,3,1,1,1,FALSE
2510162,4,3,2,2,TRUE
2510164,1,0,1,1,TRUE
2510172,1,0,2,2,FALSE
2510173,2,1,1,1,FALSE
2510174,1,0,1,1,FALSE
2510176,2,0,3,3,TRUE
2510177,1,0,1,1,FALSE
2510185,1,0,1,1,FALSE
2510200,1,0,2,2,TRUE
2510202,2,0,1,1,TRUE
2510207,1,0,2,2,TRUE
2510208,1,0,2,2,TRUE
2510214,1,0,1,1,FALSE
2510217,4,0,1,1,TRUE
2510220,1,0,2,2,TRUE
2510221,1,0,1,1,TRUE
2510224,2,0,1,1,FALSE
2510230,0,0,1,1,FALSE
2510232,2,1,1,1,TRUE
2510234,5,1,1,1,TRUE
2510239,1,0,1,1,FALSE
2510241,0,0,1,1,TRUE
2510252,0,0,3,3,FALSE
2510257,1,0,1,1,TRUE
2510258,0,0,1,1,FALSE
2510259,1,0,2,2,FALSE
2510263,0,0,1,1,TRUE
2510267,2,0,1,1,FALSE
2510270,0,0,3,4,TRUE
2510276,1,0,1,1,FALSE
2510277,1,0,3,3,FALSE
2510278,1,0,1,1,FALSE
2510281,1,0,1,2,TRUE
2510284,1,0,1,1,TRUE
2510285,1,0,1,1,TRUE
2510287,1,0,1,1,FALSE
2510292,0,0,2,2,TRUE
2510293,0,0,1,1,FALSE
2510304,1,0,1,1,FALSE
2510309,1,0,1,1,TRUE
2510311,1,0,1,1,TRUE
2510319,2,0,1,1,TRUE
2510320,2,0,2,2,TRUE
2510321,1,0,1,1,FALSE
2510326,1,0,3,3,TRUE
2510335,1,0,1,1,TRUE
2510337,1,0,1,1,FALSE
2510339,1,0,1,1,FALSE
2510342,7,1,1,1,FALSE
2510343,2,0,1,1,TRUE
2510346,1,0,1,1,TRUE
2510348,1,0,1,1,TRUE
2510349,1,0,1,1,FALSE
2510354,1,0,2,2,TRUE
2510356,2,1,1,1,TRUE
2510359,3,0,5,5,FALSE
2510366,2,0,1,1,TRUE
2510367,7,4,2,2,TRUE
2510372,0,0,1,1,TRUE
2510382,2,0,1,1,FALSE
2510388,0,0,4,4,TRUE
2510399,0,0,1,1,FALSE
2510401,1,0,1,1,FALSE
2510415,1,0,1,1,TRUE
2510420,1,0,1,1,TRUE
2510431,1,0,1,1,TRUE
2510432,0,0,1,1,TRUE
2510443,0,0,1,1,FALSE
2510448,1,0,1,1,FALSE
2510454,1,0,1,1,FALSE
2510456,0,0,1,1,FALSE
2510461,1,0,1,1,TRUE
2510464,1,0,2,2,TRUE
2510466,4,0,1,1,TRUE
2510467,0,0,1,1,FALSE
2510475,2,0,1,1,TRUE
2510476,0,0,1,1,FALSE
2510480,1,0,1,1,TRUE
2510482,1,0,1,1,FALSE
2510485,1,0,1,1,FALSE
2510492,8,7,1,1,FALSE
2510495,1,0,2,2,TRUE
2510503,1,0,1,1,FALSE
2510506,0,0,1,1,FALSE
2510511,1,0,1,1,TRUE
2510514,1,0,1,1,FALSE
2510515,1,0,3,3,TRUE
2510516,1,0,3,3,TRUE
2510518,1,0,5,5,TRUE
2510519,1,0,1,1,FALSE
2510520,1,0,2,2,TRUE
2510521,1,0,1,1,TRUE
2510528,1,0,2,2,TRUE
2510529,1,0,1,1,FALSE
2510530,1,0,1,1,TRUE
2510532,0,0,1,1,TRUE
2510537,1,0,1,1,TRUE
2510538,1,0,1,1,TRUE
2510539,1,0,1,1,TRUE
2510540,1,0,1,1,FALSE
2510543,1,0,1,1,TRUE
2510549,2,1,1,1,TRUE
2510553,1,0,3,3,TRUE
2510555,1,0,1,1,TRUE
2510558,1,0,1,1,TRUE
2510559,1,0,1,1,FALSE
2510560,1,0,1,1,TRUE
2510562,0,0,1,1,FALSE
2510563,2,1,1,1,TRUE
2510564,1,0,1,1,FALSE
2510567,1,0,1,1,FALSE
2510571,1,0,1,1,FALSE
2510573,5,0,1,1,TRUE
2510574,1,0,1,1,TRUE
2510575,1,0,1,1,TRUE
2510576,2,0,1,1,TRUE
2510585,1,0,1,1,TRUE
2510586,1,0,1,1,FALSE
2510587,1,0,1,1,FALSE
2510590,0,0,1,1,TRUE
2510591,1,0,1,1,FALSE
2510595,2,1,2,2,TRUE
2510598,1,0,1,1,TRUE
2510599,1,1,1,1,TRUE
2510600,4,0,2,2,TRUE
2510602,1,0,1,1,TRUE
2510603,1,0,1,1,FALSE
2510608,1,0,1,1,TRUE
2510610,1,0,1,1,FALSE
2510613,1,0,1,1,TRUE
2510615,1,0,1,1,FALSE
2510619,1,0,1,1,TRUE
2510621,0,0,1,1,TRUE
2510622,1,0,3,3,FALSE
2510625,1,0,1,1,FALSE
2510628,1,0,1,1,TRUE
2510629,2,1,1,1,FALSE
2510634,1,0,2,2,TRUE
2510636,1,0,1,1,FALSE
2510643,1,0,2,2,FALSE
2510649,2,0,3,3,TRUE
2510654,1,0,1,1,FALSE
2510657,0,0,1,1,TRUE
2510663,1,0,2,2,TRUE
2510666,2,0,2,2,TRUE
2510667,1,0,2,2,FALSE
2510668,1,0,1,1,FALSE
2510673,2,1,1,1,FALSE
2510679,1,1,1,1,TRUE
2510682,1,0,1,1,FALSE
2510686,1,0,1,1,FALSE
2510692,1,0,3,3,FALSE
2510700,6,3,1,1,TRUE
2510701,1,0,1,1,TRUE
2510702,1,0,1,1,FALSE
2510705,2,0,1,1,FALSE
2510706,4,1,1,1,TRUE
2510707,0,0,1,1,TRUE
2510709,1,0,1,1,TRUE
2510717,1,0,1,1,FALSE
2510720,1,0,1,1,TRUE
2510724,1,0,1,1,TRUE
2510732,1,0,1,1,FALSE
2510733,0,0,1,1,FALSE
2510735,1,0,1,1,FALSE
2510744,1,0,1,1,FALSE
2510755,1,0,1,1,FALSE
2510760,1,0,1,1,TRUE
2510762,0,0,1,1,TRUE
2510765,1,0,1,1,FALSE
2510770,5,5,2,2,TRUE
2510772,1,0,1,1,TRUE
2510778,0,0,1,1,TRUE
2510783,1,0,2,2,FALSE
2510784,1,0,1,1,TRUE
2510785,1,0,1,1,FALSE
2510788,1,0,3,3,TRUE
2510789,1,0,1,1,TRUE
2510790,0,0,1,1,FALSE
2510791,1,0,1,1,TRUE
2510792,1,0,1,1,TRUE
2510794,3,2,4,4,FALSE
2510795,1,0,1,1,FALSE
2510798,1,0,1,1,FALSE
2510800,2,1,2,2,TRUE
2510811,2,0,2,2,FALSE
2510813,1,0,1,1,FALSE
2510816,1,0,1,1,TRUE
2510823,1,0,1,1,TRUE
2510824,1,0,1,1,TRUE
2510825,1,0,2,2,FALSE
2510841,2,1,3,3,TRUE
2510844,1,0,1,1,TRUE
2510845,1,0,1,1,TRUE
2510852,1,0,1,1,TRUE
2510858,2,0,1,1,TRUE
2510860,1,0,1,1,FALSE
2510863,1,0,1,1,TRUE
2510869,0,0,1,1,FALSE
2510870,1,0,1,1,TRUE
2510871,1,0,1,1,FALSE
2510872,0,0,2,2,FALSE
2510873,2,0,2,4,TRUE
2510874,1,0,1,1,TRUE
2510877,1,0,1,1,FALSE
2510878,1,0,1,1,TRUE
2510884,1,0,1,1,FALSE
2510885,2,0,4,4,TRUE
2510887,1,0,1,1,FALSE
2510890,1,0,1,1,TRUE
2510897,3,1,1,1,TRUE
2510903,1,0,1,1,TRUE
2510910,1,0,1,2,TRUE
2510912,1,0,1,1,TRUE
2510913,3,1,1,1,TRUE
2510917,1,0,1,1,FALSE
251092,44,28,5,15,TRUE
2510920,17,13,1,3,TRUE
2510921,1,0,1,1,TRUE
2510924,1,0,1,1,TRUE
2510926,1,0,1,1,FALSE
2510927,1,0,1,1,TRUE
2510928,2,0,3,3,TRUE
2510932,6,2,4,4,TRUE
2510934,1,0,1,1,TRUE
2510936,1,0,1,1,TRUE
2510941,1,0,1,1,TRUE
2510944,1,0,1,1,TRUE
2510950,1,0,2,2,TRUE
2510953,1,0,1,1,FALSE
2510958,1,0,1,1,TRUE
2510977,3,1,1,1,TRUE
2510980,1,0,1,1,TRUE
2510981,1,0,1,1,TRUE
2510982,0,0,1,1,FALSE
2510989,4,1,1,1,TRUE
2510991,1,0,2,2,FALSE
2510994,1,1,6,6,TRUE
2510995,3,3,3,3,TRUE
2510996,1,0,2,2,FALSE
2510997,3,1,2,2,TRUE
2511005,1,0,1,1,FALSE
2511006,1,0,1,1,TRUE
2511007,1,0,1,1,TRUE
2511008,4,0,1,1,FALSE
2511010,1,0,1,1,FALSE
2511012,1,0,1,1,FALSE
2511013,1,1,1,1,TRUE
2511016,1,0,1,1,FALSE
2511017,1,0,1,1,TRUE
2511019,1,0,1,1,TRUE
2511020,1,0,1,1,FALSE
2511023,1,0,1,1,TRUE
2511036,1,0,2,2,TRUE
2511043,2,0,1,1,TRUE
2511044,2,0,3,3,TRUE
2511046,1,0,1,1,FALSE
2511049,1,0,1,1,TRUE
2511051,1,0,1,1,FALSE
2511052,0,0,1,1,TRUE
2511054,2,0,1,1,TRUE
2511056,4,0,3,3,TRUE
2511057,1,0,1,1,TRUE
2511058,2,1,1,1,TRUE
2511061,2,1,1,1,TRUE
2511062,1,0,1,1,TRUE
2511064,4,2,1,2,TRUE
2511067,1,0,1,1,FALSE
2511068,2,0,1,1,TRUE
2511069,1,0,2,2,TRUE
2511070,1,0,1,1,FALSE
2511075,0,0,1,1,TRUE
2511078,1,0,2,2,TRUE
2511092,0,0,1,1,TRUE
2511099,1,0,1,1,TRUE
2511100,1,0,1,1,FALSE
2511106,3,0,3,3,TRUE
2511109,1,0,1,1,FALSE
2511111,1,0,1,1,FALSE
2511112,1,0,1,1,FALSE
2511113,1,1,1,1,TRUE
2511114,2,0,1,1,FALSE
2511115,1,0,1,1,FALSE
2511119,1,0,1,1,TRUE
2511124,0,0,2,2,FALSE
2511128,1,0,1,1,TRUE
2511130,1,0,1,1,FALSE
2511132,3,0,1,1,TRUE
2511133,0,0,1,1,TRUE
2511134,1,0,1,1,FALSE
2511136,1,0,1,1,TRUE
2511139,1,0,1,1,FALSE
2511140,1,1,1,1,TRUE
2511145,0,0,1,1,TRUE
2511150,1,0,1,1,FALSE
2511154,2,0,1,1,TRUE
2511161,1,0,4,4,TRUE
2511166,1,0,1,1,TRUE
2511171,1,1,1,1,TRUE
2511175,2,0,1,1,FALSE
2511177,1,0,1,1,FALSE
2511179,4,4,1,1,TRUE
2511191,1,0,1,1,TRUE
2511193,1,0,2,2,TRUE
2511194,2,1,1,1,FALSE
2511197,1,0,1,1,TRUE
2511198,2,0,3,3,TRUE
2511199,2,0,3,3,TRUE
2511200,2,1,2,2,FALSE
2511205,2,1,1,1,FALSE
2511206,1,0,1,1,FALSE
2511212,1,0,1,1,FALSE
2511219,1,0,1,1,TRUE
2511220,5,2,2,3,TRUE
2511222,1,0,1,1,FALSE
2511232,0,0,1,2,FALSE
2511237,0,0,4,4,TRUE
2511244,2,1,1,1,FALSE
2511245,1,0,1,1,FALSE
2511247,1,0,1,1,TRUE
2511260,1,0,2,2,TRUE
2511267,0,0,1,1,TRUE
2511271,1,0,1,1,TRUE
2511274,1,0,1,1,FALSE
2511277,1,0,1,1,FALSE
2511283,3,3,1,1,TRUE
2511285,1,1,1,2,TRUE
2511288,1,0,1,1,FALSE
2511289,1,0,1,1,TRUE
2511290,1,0,2,2,TRUE
2511291,2,0,1,1,TRUE
2511294,1,0,1,1,FALSE
2511297,1,0,2,2,FALSE
2511298,1,0,1,1,TRUE
2511299,1,0,1,1,TRUE
2511301,1,0,1,1,TRUE
2511302,1,0,2,2,FALSE
2511306,1,0,1,1,TRUE
2511307,1,0,1,1,FALSE
2511308,3,0,1,1,FALSE
2511310,5,0,1,1,TRUE
2511311,0,0,1,1,TRUE
2511313,1,0,3,3,TRUE
2511314,7,4,4,4,TRUE
2511315,1,0,1,1,TRUE
2511316,0,0,1,1,TRUE
2511319,1,0,1,1,FALSE
2511320,1,0,1,1,TRUE
2511324,3,2,1,1,TRUE
2511326,3,0,1,1,TRUE
2511329,1,0,1,1,FALSE
2511333,233,190,10,65,TRUE
2511337,2,1,1,1,TRUE
2511350,1,0,1,1,FALSE
2511351,3,1,1,1,TRUE
2511352,1,0,1,1,TRUE
2511362,1,1,2,2,FALSE
2511366,1,0,1,1,TRUE
2511370,1,0,1,1,TRUE
2511371,1,0,1,1,TRUE
2511374,2,1,2,2,FALSE
2511380,1,0,1,1,FALSE
2511381,1,0,1,1,TRUE
2511384,2,0,1,1,TRUE
2511385,2,0,2,2,TRUE
2511388,2,0,1,1,TRUE
2511390,4,3,1,1,TRUE
2511392,1,0,1,1,FALSE
2511394,1,0,2,2,FALSE
2511402,1,0,1,1,TRUE
2511404,1,0,1,1,FALSE
2511409,1,0,1,1,FALSE
2511417,1,0,2,2,TRUE
2511418,1,0,1,1,TRUE
2511421,1,0,1,1,TRUE
2511425,1,0,1,1,FALSE
2511429,1,0,1,1,FALSE
2511433,0,1,1,1,TRUE
2511435,1,0,1,1,TRUE
2511440,2,0,1,1,FALSE
2511441,1,0,1,1,TRUE
2511442,6,3,3,3,FALSE
2511449,0,0,1,1,TRUE
2511453,1,0,1,1,FALSE
2511454,3,0,1,1,TRUE
2511460,1,0,2,2,TRUE
2511462,2,0,1,1,FALSE
2511468,1,0,1,1,TRUE
2511470,1,0,2,2,FALSE
2511474,1,0,1,1,TRUE
2511475,1,0,1,1,TRUE
2511476,3,2,1,1,FALSE
2511477,1,0,1,1,TRUE
2511479,1,0,1,1,FALSE
2511481,2,0,1,1,FALSE
2511488,1,0,2,2,TRUE
2511489,1,1,1,1,FALSE
2511491,1,0,1,1,TRUE
2511499,1,0,1,1,TRUE
2511502,2,0,2,2,FALSE
2511504,1,0,1,1,TRUE
2511507,4,2,1,1,TRUE
2511508,1,0,1,1,TRUE
2511511,1,0,1,1,TRUE
2511512,1,0,3,3,TRUE
2511513,3,0,1,1,TRUE
2511514,2,1,2,2,TRUE
2511517,2,1,3,3,FALSE
2511523,65,0,1,1,TRUE
2511524,1,0,1,1,FALSE
2511525,1,0,1,1,FALSE
2511526,1,0,2,2,TRUE
2511528,1,0,1,1,FALSE
2511529,1,0,1,1,FALSE
2511530,1,0,1,1,TRUE
2511531,1,0,1,1,TRUE
2511534,0,0,2,2,FALSE
2511535,3,3,1,1,FALSE
2511541,3,0,1,1,FALSE
2511547,1,0,1,1,TRUE
2511550,2,0,1,1,TRUE
2511554,1,0,1,1,TRUE
2511558,2,0,1,1,TRUE
2511560,1,0,1,1,TRUE
2511567,0,0,2,2,TRUE
2511568,1,0,1,1,FALSE
2511569,1,0,1,1,TRUE
2511572,1,0,1,1,TRUE
2511573,1,0,1,1,TRUE
2511574,1,0,2,2,FALSE
2511587,1,0,1,1,TRUE
2511593,1,0,2,2,TRUE
2511598,0,0,1,1,TRUE
2511602,1,0,2,2,TRUE
2511604,1,0,1,1,FALSE
2511609,1,0,1,1,TRUE
2511613,1,0,1,1,FALSE
2511624,1,0,1,1,TRUE
2511625,1,0,1,1,TRUE
2511626,1,0,1,1,FALSE
2511631,1,0,1,1,TRUE
2511633,3,2,1,1,TRUE
2511641,1,0,1,1,FALSE
2511648,1,0,1,1,FALSE
2511659,1,0,2,2,FALSE
2511662,1,0,1,1,FALSE
2511663,1,0,1,1,FALSE
2511664,0,0,1,1,TRUE
2511666,1,0,1,1,FALSE
2511668,1,0,1,1,FALSE
2511686,1,0,2,2,TRUE
2511688,1,0,1,1,TRUE
2511699,1,1,1,1,TRUE
2511704,2,0,2,2,TRUE
2511705,2,1,1,1,TRUE
2511706,3,0,1,1,TRUE
2511707,3,1,1,1,TRUE
2511708,1,1,1,1,TRUE
2511713,1,0,1,1,FALSE
2511715,1,0,1,1,TRUE
2511734,1,0,1,1,TRUE
2511736,0,0,1,1,TRUE
2511747,1,0,2,2,FALSE
2511748,1,0,1,1,FALSE
2511749,1,0,1,1,TRUE
2511754,2,1,1,1,TRUE
2511763,1,0,1,1,TRUE
2511768,1,0,1,1,TRUE
2511772,1,0,1,1,FALSE
2511775,0,0,1,1,FALSE
2511776,1,0,1,1,FALSE
2511780,1,0,1,1,TRUE
2511781,1,0,1,1,FALSE
2511788,1,0,2,2,TRUE
2511789,1,0,1,1,FALSE
2511793,1,0,2,2,FALSE
2511796,1,0,1,1,FALSE
2511799,1,0,1,1,TRUE
2511800,0,0,1,1,TRUE
2511801,1,0,1,1,TRUE
2511806,1,0,3,3,TRUE
2511828,1,0,1,1,FALSE
2511830,1,0,2,2,FALSE
2511834,5,2,2,2,TRUE
2511836,1,0,1,1,TRUE
2511837,1,0,2,2,TRUE
2511840,3,3,1,1,TRUE
2511842,2,0,1,1,FALSE
2511846,1,0,1,1,TRUE
2511851,1,0,1,1,TRUE
2511853,1,0,1,1,TRUE
2511865,5,0,3,3,FALSE
2511870,1,0,1,1,FALSE
2511871,1,0,3,3,TRUE
2511872,3,2,3,3,TRUE
2511873,1,0,1,1,TRUE
2511877,3,2,2,2,FALSE
2511881,1,0,1,1,TRUE
2511884,2,0,1,1,TRUE
2511887,1,0,1,1,FALSE
2511888,1,0,1,1,FALSE
2511890,1,0,1,1,TRUE
2511891,1,0,1,1,FALSE
2511893,1,0,1,1,TRUE
2511896,2,1,1,1,FALSE
2511904,1,0,1,1,FALSE
2511905,1,0,1,1,FALSE
2511911,1,0,1,1,TRUE
2511914,1,0,1,1,FALSE
2511916,1,0,2,2,TRUE
2511918,1,0,3,3,TRUE
2511921,0,0,2,2,FALSE
2511923,1,0,1,1,TRUE
2511924,1,0,1,1,TRUE
2511926,1,0,1,1,TRUE
2511929,2,0,1,1,TRUE
2511935,1,0,1,1,FALSE
2511939,1,0,1,1,FALSE
2511942,1,0,1,1,FALSE
2511943,0,0,1,1,TRUE
2511946,1,0,1,1,FALSE
2511948,0,0,1,1,FALSE
2511950,2,0,2,2,TRUE
2511953,1,0,1,1,TRUE
2511955,1,0,1,1,TRUE
2511956,2,1,3,3,TRUE
2511959,1,0,1,1,TRUE
2511963,1,0,2,2,FALSE
2511964,2,0,4,4,FALSE
2511968,22,10,2,4,TRUE
2511977,1,0,1,1,FALSE
2511978,1,0,1,1,TRUE
2511979,3,2,1,1,TRUE
2511981,2,0,2,2,TRUE
2511983,1,0,1,1,TRUE
2511986,1,0,1,1,TRUE
2511987,2,0,1,1,FALSE
2511989,0,0,2,2,FALSE
2511997,0,0,1,1,FALSE
2511998,2,1,2,2,TRUE
2511999,1,0,1,1,FALSE
2512004,1,0,1,1,FALSE
2512007,2,0,1,1,FALSE
2512008,1,0,1,1,FALSE
2512010,1,0,1,1,TRUE
2512013,2,0,1,1,FALSE
2512019,1,0,1,1,FALSE
2512021,1,0,1,1,FALSE
2512027,1,0,1,1,FALSE
2512028,1,0,1,1,TRUE
2512030,2,0,1,1,TRUE
2512035,1,0,1,1,TRUE
2512036,1,0,1,1,TRUE
2512037,1,0,2,2,TRUE
2512038,1,0,1,1,TRUE
2512043,1,0,1,1,FALSE
2512044,0,0,1,5,TRUE
2512048,2,0,1,1,TRUE
2512050,1,0,2,2,FALSE
2512053,4,2,1,1,TRUE
2512054,1,0,1,1,TRUE
2512055,1,0,1,1,FALSE
2512058,1,0,1,1,FALSE
2512059,2,0,1,1,TRUE
2512061,1,0,1,1,FALSE
2512062,1,0,1,1,FALSE
2512067,1,0,1,1,TRUE
2512068,1,0,1,1,TRUE
2512069,1,0,3,3,TRUE
2512070,1,0,1,1,FALSE
2512077,2,0,9,9,TRUE
2512080,2,0,2,2,TRUE
2512084,1,0,1,1,FALSE
2512090,1,0,1,1,TRUE
2512091,4,2,4,4,TRUE
2512094,1,0,1,1,FALSE
2512102,1,1,1,1,TRUE
2512103,0,0,2,2,TRUE
2512108,1,0,1,1,TRUE
2512110,2,0,1,1,TRUE
2512116,0,0,1,1,TRUE
2512118,1,0,1,1,FALSE
2512126,1,0,2,2,FALSE
2512130,0,0,1,1,FALSE
2512131,1,0,2,2,TRUE
2512134,1,0,1,1,FALSE
2512136,1,0,1,1,FALSE
2512138,1,0,1,1,TRUE
2512159,1,0,1,1,FALSE
2512165,1,0,1,1,TRUE
2512166,2,1,3,3,FALSE
2512167,1,1,1,1,TRUE
2512168,5,3,1,1,TRUE
2512171,1,0,2,2,TRUE
2512174,1,0,1,1,TRUE
2512181,1,0,1,1,TRUE
2512185,1,0,1,1,TRUE
2512187,1,0,1,1,FALSE
2512188,1,0,1,1,FALSE
2512196,1,0,1,1,FALSE
2512199,1,0,1,1,FALSE
2512201,2,0,2,2,TRUE
2512203,1,0,3,3,TRUE
2512204,2,0,1,1,TRUE
2512205,2,1,2,2,FALSE
2512209,3,0,1,1,TRUE
2512211,1,0,1,1,TRUE
2512215,1,0,1,1,TRUE
2512218,1,0,1,1,FALSE
2512225,1,0,1,1,FALSE
2512229,1,0,1,1,TRUE
2512236,0,0,1,1,TRUE
2512259,1,0,2,2,FALSE
2512260,3,0,1,1,TRUE
2512261,1,0,1,1,TRUE
2512267,2,0,1,1,FALSE
2512272,2,1,2,2,FALSE
2512274,1,0,4,4,TRUE
2512276,1,0,1,1,TRUE
2512281,0,1,2,2,FALSE
2512285,5,3,1,1,TRUE
2512287,1,0,1,1,FALSE
2512291,0,0,1,1,TRUE
2512298,1,0,1,1,TRUE
2512301,0,0,1,1,FALSE
2512302,1,0,3,3,TRUE
2512303,15,10,2,2,FALSE
2512304,0,0,1,1,TRUE
2512305,0,0,1,1,TRUE
2512306,1,0,1,2,TRUE
2512317,2,1,1,1,TRUE
2512319,2,0,3,3,TRUE
2512320,1,0,1,1,TRUE
2512322,1,0,2,2,TRUE
2512326,1,0,1,1,TRUE
2512328,1,0,2,2,TRUE
2512333,1,0,1,1,TRUE
2512340,1,0,1,1,FALSE
2512341,0,0,3,3,TRUE
2512342,0,0,2,2,TRUE
2512344,5,5,1,1,FALSE
2512346,1,1,1,1,TRUE
2512353,1,0,1,1,TRUE
2512363,1,0,1,1,FALSE
2512364,1,0,1,1,FALSE
2512365,2,0,1,1,TRUE
2512366,2,0,2,2,TRUE
2512367,2,1,1,1,FALSE
2512375,1,0,1,1,FALSE
2512377,1,0,1,1,FALSE
2512380,1,0,1,1,FALSE
2512386,2,1,1,1,TRUE
2512387,1,0,1,1,TRUE
2512390,1,0,1,1,FALSE
2512391,1,0,1,1,TRUE
2512392,1,0,1,1,FALSE
2512393,1,0,1,1,FALSE
2512401,2,2,2,2,TRUE
2512406,1,0,1,1,TRUE
2512410,1,0,1,1,FALSE
2512416,2,0,1,1,FALSE
2512420,1,0,2,2,TRUE
2512430,2,0,1,1,FALSE
2512433,1,0,1,1,FALSE
2512438,0,0,1,1,FALSE
2512439,2,1,1,1,TRUE
2512442,1,0,1,1,FALSE
2512443,1,0,3,3,TRUE
2512448,0,0,1,1,FALSE
2512449,1,0,1,1,TRUE
2512450,1,0,1,1,FALSE
2512451,4,0,1,1,TRUE
2512454,3,0,1,1,TRUE
2512455,1,0,1,1,FALSE
2512463,1,0,1,1,FALSE
2512465,1,0,1,1,TRUE
2512466,0,0,1,1,FALSE
2512467,1,0,1,1,TRUE
2512468,2,0,1,1,TRUE
2512470,1,0,1,1,FALSE
2512472,1,0,1,1,TRUE
2512474,1,0,1,1,TRUE
2512475,5,3,1,1,TRUE
2512476,2,1,5,5,TRUE
2512477,0,0,1,1,FALSE
2512481,0,0,1,1,TRUE
2512482,1,0,1,1,TRUE
2512483,1,0,1,1,FALSE
2512486,0,0,1,1,TRUE
2512487,1,0,1,1,FALSE
2512490,2,0,1,1,TRUE
2512496,1,0,2,2,FALSE
2512498,1,0,1,1,FALSE
2512508,0,0,1,1,FALSE
2512514,1,0,1,1,FALSE
2512521,2,1,1,1,FALSE
2512522,1,0,1,1,FALSE
2512525,1,0,1,1,FALSE
2512526,1,0,1,1,FALSE
2512527,1,0,1,1,TRUE
2512528,0,0,1,1,TRUE
2512531,1,0,1,3,FALSE
2512535,2,1,1,1,TRUE
2512537,1,0,2,2,TRUE
2512538,1,0,1,1,TRUE
2512540,3,1,1,1,FALSE
2512544,2,0,2,2,TRUE
2512547,1,0,1,1,TRUE
2512553,2,1,1,1,FALSE
2512555,1,0,1,1,TRUE
2512557,1,0,1,1,TRUE
2512559,1,0,1,1,FALSE
2512563,1,0,1,1,FALSE
2512568,1,0,1,1,FALSE
2512575,1,0,1,1,TRUE
2512578,2,0,2,4,TRUE
